Model,EcoLvl3,Category,Trt_Type_Sub,Treatment_count,MR_trt_comp,LDCpointID,DateVisited,ProjectKey,PrimaryKey,Trt_Type_Major,recent_trt_count,FirePolyID,USGS_Assigned_ID,MR_wildfire,Fire_freq,Fire_freq_post_trt,EcoLvl1,NA_L1KEY,EcoLvl2,NA_L2KEY,NA_L3KEY,MLRARSYM,MLRA_name,horizontal_flux_total_MD,ln_q,n_CETWI,CETWI,sandtotal_0_cm,BareSoil_FH,TotalFoliarCover,ForbCover_AH,GramCover_AH,ShrubCover_AH,Gap100plus,trt_binary,distance,weights,subclass,trt_control,BareSoil_FH_scaled,TotalFoliarCover_scaled,ForbCover_AH_scaled,GramCover_AH_scaled,ShrubCover_AH_scaled,Gap100plus_scaled,CETWI_scaled,sandtotal_0_cm_scaled
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2013-05-02,57583,2020-07-24,BLM_AIM,MT_LFO-Random-Intensified-fuels-2020_TinCanHillUnitG-22_V12020-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.52e-7,-15.699385316100134,1,456,37,3.33333333333333,69.3333333333333,4,31.3333333333333,1.33333333333333,4.33,1,0.08905136239733301,1,29,Prescribed burn,-0.5859156315263394,-0.16586149947303816,-0.7971028378461182,-0.7520052975190541,-0.6037054481608849,-0.2884798295305522,-1.2047923925974293,0.6821541113052879
6,Northwestern Great Plains,"Control, never burned",,2177,,57587,2023-07-21,BLM_AIM,MT_NCMD_LUP_2022_NWP-544_V12023-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.145887548,-1.9249191732230695,1,530,29,10.6666666666667,73.3333333333333,26,64.6666666666667,0.666666666666667,7.88,0,0.06755659611972932,1,20,Control,-0.026721579412694194,0.05938601598549798,0.7070882702870483,0.6419664624453616,-0.7049753922786549,-0.03083316438294149,-0.3493909271355354,-0.33484544075034256
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2015-04-28,57592,2022-07-12,BLM_AIM,20223069104301B1,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.00352204,-5.648714911789196,1,432,31,33.6633663366337,64.3564356435644,15.8415841584158,49.5049504950495,0.99009900990099,0,1,0.041241672053191444,1,30,Prescribed burn,1.7268626488176664,-0.4461199593009817,0.012533780212955141,0.007916337170457727,-0.6558444292908256,-0.6027361844852436,-1.482219894909395,-0.08059555273643494
6,Northwestern Great Plains,"Control, never burned",,2177,,57596,2022-07-22,BLM_AIM,MT_LFO_INT_2022_TinCanMastication_02_V12022-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.24e-9,-20.508154457329464,1,652,37,2.66666666666667,80,9.33333333333333,48,3.33333333333333,1.64,0,0.06846606161028834,1,8,Control,-0.636751454445761,0.43479854174972676,-0.4324504479956538,-0.05501941753684622,-0.2998956158075733,-0.4837106828395868,1.0608655429502898,0.6821541113052879
6,Northwestern Great Plains,"Control, never burned",,2177,,57599,2022-07-23,BLM_AIM,MT_LFO_INT_2022_TinCanMastication_01_V12022-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",5.08e-8,-16.795369482361973,1,625,36,1.33333333333333,43.3333333333333,2,18.6666666666667,0.666666666666667,16.43,0,0.0733444267436789,1,44,Control,-0.7384231002846054,-1.629970349953523,-0.9338474840400424,-1.2817145663055283,-0.7049753922786549,0.589696127733135,0.7487596028493285,0.5550291672983342
6,Northwestern Great Plains,"Control, never burned",,2177,,57600,2023-06-24,BLM_AIM,MT_LFO_LUP_2022_TCM-1_V22023-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0,0,1,613,37,0,53.3333333333333,7.33333333333333,28.6666666666667,2,28.35,0,0.11305251726720723,1,27,Control,-0.8400947461234494,-1.0668515613071827,-0.569195094189578,-0.8635230383162044,-0.5024355040431139,1.4548083104259577,0.6100458516933457,0.6821541113052879
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2012-05-18,57606,2020-07-22,BLM_AIM,MT_LFO-Random-Intensified-fuels-2020_TinCanHillUnitB-13_V12020-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.22e-9,-20.524414978201246,1,439,37,4.66666666666667,76.6666666666667,10,54,2.66666666666667,0,1,0.061791830496868955,1,31,Prescribed burn,-0.4842439856874948,0.24709227886761517,-0.3868688992643455,0.1958954992567481,-0.4011655599253428,-0.6027361844852436,-1.401303540068405,0.6821541113052879
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2012-05-18,57616,2019-08-27,BLM_AIM,20193069104315B1,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.350694285,0.30061874543622097,1,657,33,27.7227722772277,65.3465346534653,11.8811881188119,44.5544554455446,5.94059405940594,12.36,1,0.04203126035540899,1,32,Prescribed burn,1.2738701673574653,-0.39036562379144796,-0.25824769739877185,-0.1991091717351461,0.09616010623717335,0.29430966938080383,1.1186629392652827,0.17365433527747268
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2012-05-18,57625,2019-08-09,BLM_AIM,20193069104315B2,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.002884935,-5.848252909605176,1,499,34,4.95049504950495,82.1782178217822,25.7425742574257,62.3762376237624,1.98019801980198,2.97,1,0.08741430887249473,1,33,Prescribed burn,-0.46260101157328576,0.5574580798707128,0.689487474242283,0.5461826603250343,-0.5054435221852258,-0.3871839040659748,-0.7077347842884909,0.3007792792844265
6,Northwestern Great Plains,"Control, never burned",,2177,,57627,2020-05-31,BLM_AIM,MT_North-Central-Montana-LUP-2017_CO-449_V12020-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",5.07e-11,-23.70509520533141,1,657,33,0.666666666666667,72,3.33333333333333,12.6666666666667,7.33333333333333,0,0,0.07051011943009203,1,46,Control,-0.7892589232040274,-0.01569648916734553,-0.8426843865774265,-1.5326294830991225,0.30772404889905014,-0.6027361844852436,1.1186629392652827,0.17365433527747268
6,Northwestern Great Plains,"Control, never burned",,2177,,57698,2013-07-16,BLM_AIM,20123055050401R1,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.002178351,-6.129187110430974,1,653,32,6.93069306930693,91.0891089108911,5.94059405940594,67.3267326732673,0.99009900990099,0,0,0.05223248833080273,1,36,Control,-0.3116035177532203,1.0592470994565601,-0.6644199138163699,0.753208169230638,-0.6558444292908256,-0.6027361844852436,1.0724250222132883,0.046529391270518874
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2019-05-14,57788,2022-05-26,BLM_AIM,MT_LFO_INT_2022_CrookedCreekUnitK_7_V12022-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",7.66e-6,-11.779498574211773,1,675,22,2.66666666666667,71.3333333333333,9.33333333333333,12,12.6666666666667,1.63,1,0.043424961977791394,1,34,Prescribed burn,-0.636751454445761,-0.05323774174377009,-0.4324504479956538,-1.5605089182984122,1.1178836018412202,-0.4844364480935237,1.3267335659992567,-1.2247200487990193
6,Northwestern Great Plains,"Control, never burned",,2177,,57789,2023-06-23,BLM_AIM,MT_NCMD_LUP_2022_CC-447_V12023-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",6.86e-8,-16.49497330221457,1,671,31,6,86.6666666666667,32,52.6666666666667,4.66666666666667,1.69,0,0.09519338704125682,1,48,Control,-0.38257233984865097,0.8102110675139556,1.117322208868821,0.14013662885817296,-0.09735572757203119,-0.48008185656990215,1.2804956489472625,-0.08059555273643494
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57794,2023-06-20,BLM_AIM,MT_LFO_LUP_2022_CCD-6_V12023-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.62e-9,-20.240839687702117,1,674,32,1.33333333333333,92.6666666666667,42,53.3333333333333,19.3333333333333,0,1,0.05414835857750922,1,35,Prescribed burn,-0.7384231002846054,1.1480823407017597,1.8010454398384423,0.16801606405745845,2.1305830430189157,-0.6027361844852436,1.3151740867362582,0.046529391270518874
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57797,2021-07-10,BLM_AIM,MT_Crooked-Creek-Unit-D-2021_Crooked-Creek-Unit-D-3_V12021-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",7.04e-9,-18.77165766677646,1,664,31,4.66666666666667,60,8,30.6666666666667,1.33333333333333,0,1,0.05219405842441518,1,36,Prescribed burn,-0.4842439856874948,-0.6914390355429539,-0.5236135454582698,-0.7798847327183396,-0.6037054481608849,-0.6027361844852436,1.1995792941062726,-0.08059555273643494
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57798,2020-06-14,BLM_AIM,MT_LFO-Random-Intensified-fuels-2020_CrookedCreekUnitD-2_V12020-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.98e-5,-10.829828620263784,1,414,22,9.33333333333333,72,17.3333333333333,55.3333333333333,5.33333333333333,0,1,0.03466325704929762,1,37,Prescribed burn,-0.128393225251541,-0.01569648916734553,0.11452813678004108,0.25165436965532323,0.003914216545738473,-0.6027361844852436,-1.6902905216433692,-1.2247200487990193
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2019-05-14,57801,2021-07-10,BLM_AIM,MT_Crooked-Creek-Unit-K-2021_Crooked-Creek-Unit-K-8_V12021-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",8.11e-10,-20.932753061813134,1,675,20,3.33333333333333,69.3333333333333,6.66666666666667,24.6666666666667,3.33333333333333,3.28,1,0.0537951635715322,1,38,Prescribed burn,-0.5859156315263394,-0.16586149947303816,-0.6147766429208856,-1.0307996495119338,-0.2998956158075733,-0.36468518119393006,1.3267335659992567,-1.4789699368129268
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57803,2020-06-11,BLM_AIM,MT_LFO-Random-Intensified-fuels-2020_CrookedCreekUnitD-1_V12020-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.74e-10,-22.471965816714018,1,632,30,1.33333333333333,86.6666666666667,34,34,10,0,1,0.10499883441610684,1,39,Prescribed burn,-0.7384231002846054,0.8102110675139556,1.2540668550627454,-0.6404875567218996,0.7128038253701329,-0.6027361844852436,0.8296759576903184,-0.20772049674338874
6,Northwestern Great Plains,"Control, never burned",,2177,,57805,2020-06-10,BLM_AIM,MT_LFO-Random-Intensified-fuels-2020_CrookedCreekUnitK-07_V12020-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",3.23e-7,-14.945613513723755,1,578,19,6.66666666666667,68,11.3333333333333,30.6666666666667,2.66666666666667,7.39,0,0.05922932709853141,1,51,Control,-0.33173651692922873,-0.24094400462588167,-0.2957058018017316,-0.7798847327183396,-0.4011655599253428,-0.06639566182585115,0.20546407748839585,-1.6060948808198807
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57809,2022-05-26,BLM_AIM,MT_NCMDO_LUP_2022_CC_444_V12022-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.006217784,-5.080341705806781,1,703,26,8,60.6666666666667,16.6666666666667,24,6,2.6,1,0.049643707176338404,1,40,Prescribed burn,-0.23006487109038487,-0.6538977829665293,0.06894658804873753,-1.0586790847112235,0.10518416066350948,-0.4140372184616414,1.6503989853632168,-0.716220272771204
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57813,2023-08-28,BLM_AIM,20233069104120B3,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.012433813,-4.387335662656159,1,451,23,15.8415841584158,62.3762376237624,4.95049504950495,48.5148514851485,0,4.73,1,0.035445060564499836,1,41,Prescribed burn,0.36788520443707123,-0.5576286303200598,-0.7321152832193027,-0.03348876461066393,-0.8062453363964255,-0.2594492193730749,-1.2625897889124222,-1.0975951047920653
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57821,2022-05-28,BLM_AIM,MT_LFO_INT_2022_CrookedCreekUnitD_4_V12022-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",3.024234599,1.1066580343425805,1,676,18,41.3333333333333,49.3333333333333,13.3333333333333,25.3333333333333,15.3333333333333,20.590000000000003,1,0.01658708865116932,1,42,Prescribed burn,2.311726274880715,-1.2920990767657188,-0.15896115560780738,-1.0029202143126483,1.5229633783122924,0.8916144733708987,1.3382930452622555,-1.7332198248268345
6,Northwestern Great Plains,"Control, never burned",,2177,,57824,2021-09-02,BLM_AIM,20213027104813B2,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",69.77652685,4.245297661662366,1,394,17,39.6039603960396,43.5643564356436,28.7128712871287,14.8514851485149,0,31.36,0,0.11457811688300312,1,27,Control,2.1798551302778595,-1.6169610050012933,0.8925735824510832,-1.441262225168781,-0.8062453363964255,1.6732636518609738,-1.9214801069033405,-1.8603447688337884
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2016-07-28,57826,2020-06-11,BLM_AIM,MT_North-Central-Montana-LUP-2017_CO-461_V12020-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",4.28e-9,-19.269312827352707,1,674,18,4.66666666666667,84,24,39.3333333333333,12,0,1,0.04189599512116269,1,43,Prescribed burn,-0.4842439856874948,0.6600460572082629,0.5703436240931241,-0.41745207512759497,1.0166136577234446,-0.6027361844852436,1.3151740867362582,-1.7332198248268345
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57832,2020-06-13,BLM_AIM,MT_North-Central-Montana-LUP-2017_GR-200_V12020-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",2.4e-9,-19.847797099592512,1,686,21,3.33333333333333,80.6666666666667,34,50.6666666666667,3.33333333333333,0,1,0.07365941306332296,1,44,Prescribed burn,-0.5859156315263394,0.4723397943261513,1.2540668550627454,0.0564983232603082,-0.2998956158075733,-0.6027361844852436,1.453887837892241,-1.351844992805973
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2018-05-17,57838,2019-07-02,BLM_AIM,20193069104114B1,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",2.77702092,1.021378741605614,1,586,18,13.8613861386139,81.1881188118812,61.3861386138614,12.8712871287129,13.8613861386139,4.33,1,0.1579869095769063,1,45,Prescribed burn,0.21688771061701184,0.5017037443611736,3.126520772747867,-1.5240724287310243,1.299367363081978,-0.2884798295305522,0.29793991159238437,-1.7332198248268345
6,Northwestern Great Plains,"Control, never burned",,2177,,57868,2013-07-23,BLM_AIM,20123033090601R1,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.061290951,-2.79212306520742,1,584,27,2.97029702970297,89.1089108910891,0.99009900990099,50.4950495049505,2.97029702970297,5.3,0,0.061340915256285176,1,10,Control,-0.6135985053933513,0.9477384284374816,-1.002896760831034,0.04932143895157939,-0.3550426150796261,-0.21808059989866985,0.27482095306638726,-0.5890953287642502
6,Northwestern Great Plains,"Control, never burned",,2177,,57896,2023-08-04,BLM_AIM,MT_NCMD_LUP_2022_CC-450_V12023-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.006765533,-4.9959142325842,1,441,19,12.6666666666667,81.3333333333333,28,68,4.66666666666667,1.43,0,0.041855399341199105,1,43,Control,0.12578588934557192,0.5098810469025703,0.8438329164809726,0.7813636384418016,-0.09735572757203119,-0.49895175317226237,-1.3781845815424079,-1.6060948808198807
6,Northwestern Great Plains,"Control, never burned",,2177,,57928,2019-06-27,BLM_AIM,MTC02000_2020_Unk_ESD-3442019-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",4.2897e-4,-7.754123571551409,1,496,32,16.6666666666667,81.3333333333333,5.33333333333333,76,0,0,0,0.0345768294379612,1,37,Control,0.43080082686210414,0.5098810469025703,-0.7059397403835023,1.1159168608332606,-0.8062453363964255,-0.6027361844852436,-0.7424132220774866,0.046529391270518874
6,Northwestern Great Plains,"Control, never burned",,2177,,57954,2023-07-22,BLM_AIM,MT_NCMD_LUP_2022_ACW-429_V12023-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",1.49e-6,-13.416734438006907,1,420,22,3.33333333333333,94,58.6666666666667,58,18.6666666666667,0,0,0.06939617504818137,1,49,Control,-0.5859156315263394,1.2231648458546032,2.9405841581211463,0.36317211045247766,2.0293130989011554,-0.6027361844852436,-1.6209336460653778,-1.2247200487990193
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2004-04-14,57964,2023-08-19,BLM_AIM,MT_NCMD_LUP_2022_GRMB-040_V22023-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.034755933,-3.359404987731745,1,563,21,6,65.3333333333333,10,36,3.33333333333333,21.380000000000003,1,0.07032932910814406,1,46,Prescribed burn,-0.38257233984865097,-0.3911090149315743,-0.3868688992643455,-0.5568492511240348,-0.2998956158075733,0.9489499284319163,0.03207188854341733,-1.351844992805973
6,Northwestern Great Plains,"Treated, never burned",Prescribed Burn,52,2004-04-14,57965,2019-08-26,BLM_AIM,MTL0600_2019_GRMB-0402019-09-01,Prescribed Burn,1,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.001253131,-6.682110059450878,1,563,21,11.3333333333333,64,14.6666666666667,35.3333333333333,2,25.85,1,0.08981122531556163,1,47,Prescribed burn,0.024114243506722786,-0.46619152008441783,-0.06779805814518669,-0.5847286863233245,-0.5024355040431139,1.2733669969417247,0.03207188854341733,-1.351844992805973
6,Northwestern Great Plains,"Control, never burned",,2177,,57986,2019-06-13,BLM_AIM,MTL00000_2018_WS-3612019-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",5.37e-7,-14.437267742437546,1,557,25,17.3333333333333,81.3333333333333,2.66666666666667,10.6666666666667,0,13.64,0,0.15478619957867684,1,45,Control,0.4816366497815211,0.5098810469025703,-0.8882659353087341,-1.6162677886969872,-0.8062453363964255,0.3872076218847311,-0.037284987034574064,-0.8433452167781578
6,Northwestern Great Plains,"Control, never burned",,2177,,57992,2022-08-21,BLM_AIM,MT_NCMDO_LUP_2022_TF_811_V12022-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0,0,1,683,29,0,91.3333333333333,2,26.6666666666667,0.666666666666667,3.55,0,0.12609429215182308,1,23,Control,-0.8400947461234494,1.0729998355489105,-0.9338474840400424,-0.9471613439140691,-0.7049753922786549,-0.3450895193376329,1.4192094001032454,-0.33484544075034256
6,Northwestern Great Plains,"Control, never burned",,2177,,58006,2014-05-29,BLM_AIM,20143027105105B2,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.087607207,-2.4348920127344233,1,623,21,21.7821782178218,51.4851485148515,4.95049504950495,11.8811881188119,12.8712871287129,22.57,0,0.03307565983058998,1,9,Control,0.8208776858972722,-1.1709263209249854,-0.7321152832193027,-1.565477530512146,1.1489664559763768,1.035315993650411,0.7256406443233313,-1.351844992805973
6,Northwestern Great Plains,"Control, never burned",,2177,,58012,2014-07-30,BLM_AIM,201430105103907B2,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.007710152,-4.86521737694494,1,545,22,9.9009900990099,78.2178217821782,26.7326732673267,57.4257425742574,7.92079207920792,5.6,0,0.04441614700295096,1,7,Control,-0.08510727702312218,0.3344407378325565,0.7571828436452164,0.33915715141942626,0.39696192044837303,-0.1963076422805619,-0.17599873819055686,-1.2247200487990193
6,Northwestern Great Plains,"Control, never burned",,2177,,58017,2011-09-15,BLM_AIM,20113055090301R1,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0,0,1,627,36,0,98.019801980198,56.4356435643564,92.0792079207921,5.94059405940594,0,0,0.10427903499003541,1,39,Control,-0.8400947461234494,1.449527448023329,2.7880439257331995,1.7883357137586695,0.09616010623717335,-0.6027361844852436,0.7718785613753256,0.5550291672983342
6,Northwestern Great Plains,"Control, never burned",,2177,,58027,2022-07-28,BLM_AIM,MT_NCMDO_LUP_2022_MLT_092_V12022-09-01,,,,,,,,GREAT PLAINS,9  GREAT PLAINS,WEST-CENTRAL SEMIARID PRAIRIES,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9.3.3  Northwestern Great Plains,58A,"Northern Rolling High Plains, Northern Part",0.04938326,-3.008143778613213,1,622,28,42.6666666666667,40.6666666666667,25.3333333333333,14.6666666666667,3.33333333333333,3,0,0.04218916801192572,1,32,Control,2.413397920719564,-1.78013536025921,0.661506721555738,-1.4489911775012578,-0.2998956158075733,-0.38500660830416406,0.7140811650603328,-0.46197038475729635
